id,genre,track_name,artist_name,valence,energy;
22f54jei4HP1sirnyhF5MO,dubstep,Spectrum - Monsta Remix,Zedd,0.0929,0.826;
7KazEQIkD1ve7KL10Ah82X,dubstep,Seventeen (Skrillex AKA Sonny Moore Remix),Casxio,0.498,0.783;
7qAWdfgvuDJQlhjppYtAfA,dubstep,Sail - Unlimited Gravity Remix,AWOLNATION,0.42,0.47;
21NqVioImYOhb77WHi8QcI,dubstep,Deviance - Original Mix,Excision,0.426,0.746;
4hdFyS7qfFZU6mO7lRDuX2,dubstep,Bad Pitched,Various Artists,0.493,0.68;
0tIwIysXNskTT8RdP6Vv4L,dubstep,I Don’t Wanna Die - Borgore Remix,Hollywood Undead,0.275,0.807;
2eFZSMYtxxUwESqyp1H0lS,dubstep,Before The Sun,Various Artists,0.42,0.835;
4kJWtxDDNb9oAk3h7sX3N4,dubstep,Strobe,deadmau5,0.0365,0.524;
4ZHNGs3LJODcWrU197iiwY,edm,Astral Projection,Minnesota,0.289,0.896;
40FU2PFAk107qPuV4dJ4qN,edm,Clash - Original Mix,Alesso,0.337,0.484;
0DanGj9TtgZIjJnHdTbW9v,edm,Finale (feat. Nicholas Petricca),Madeon,0.172,0.863;
2Hq2mIgRfj60J321GueeJT,edm,Puppy,Netsky,0.856,0.727;
6WaBSLUShG3BpQUpXr0CVR,edm,Blessed - Avicii Mix,Tom Hangs,0.695,0.938;
4eTVpfb9fISH1FV4APpX2T,edm,You & Me - Flume Remix,Flume,0.25,0.392;
0cDtZgxBNJBmupoz5v84V6,edm,In The Horizon - Radio Edit,Various Artists,0.0841,0.957;
0pqcBQEac8n9Rf9fMWOZoU,edm,Higher,Beatarce,0.472,0.74;
1elKl1ciiw49uTFZ4CTbEs,edm,Stopping Us,Deorro,0.209,0.837;
15KHOhZTNh7bGogTgLNTZh,edm,Hit That Jive,Gramatik,0.686,0.684;
7yzXK13nRm2fDTCPi9RjAu,edm,Bouncer - Original Mix,Showtek,0.311,0.898;
76Qwq652kO20NZFjU4Ma8D,edm,Kuaga,Pierce Fulton,0.493,0.912;
15Gqxo3SqVnwQjt6izOKAH,edm,Moar Ghosts n Stuff,deadmau5,0.301,0.475;
5swoB29ucX5v1ppUk4YDVG,edm,Turn It Around,Sub Focus,0.322,0.872;
3lfGAVWfr3sdcrnv7PzfrM,edm,Rabbit Whore - Original Mix,Savant,0.269,0.624;
7zbq8RT5Kd3ExOGVTiUQbR,edm,Hot Like Sauce,Pretty Lights,0.113,0.615;
3QVteHLWhYhBWe7cX2fgev,edm,I Can't Stop,Flux Pavilion,0.205,0.775;
4vyEY2Nd22H4ErNjSv2qzq,edm,Feel So Close - Nero Remix,Calvin Harris,0.155,0.818;
48n92l7OnLEURhalUBtsl7,edm,We Can Make The World Stop,The Glitch Mob,0.154,0.836;
2aNyZbeTHirn7ToWq7IGym,edm,Woo Boost,Various Artists,0.643,0.803;
1DnqiDHSNV4QHogPiqvRYe,edm,Crunked Up,Benga,0.271,0.603;
5dKjrBLRbu2knbRC3K4OG5,edm,Across the Pond,Ianick,0.283,0.776;
7JKEABG5rOKP3RPNQcavcS,edm,Fatality - Quintino Edit,Pep & Rash,0.56,0.925;
42prDRVUOkgzQsfSFL2mmL,edm,Forever,Pope,0.524,0.94;
3Bk2bWV7RLpzGea7EkZ8o7,edm,Back In Time - Extended Mix,Don Diablo,0.311,0.771;
3WS7spXVlbeC5kjePmHMQW,edm,Finally Moving,Pretty Lights,0.523,0.555;
1EsdqTsiQPaUJ82iy7KfS1,edm,Endless Fantasy,Anamanaguchi,0.31,0.753;
6j4PC0PT4A5TI9QitUTV2x,edm,Blue Dream,Big Gigantic,0.46,0.954;
5ClU5122ESEvM9yVI5zyJj,edm,Life - Radio Edit,Steerner,0.246,0.823;
5Uo7AAr2d1CNZlaKgVUT3i,edm,All Night - Cash Cash Remix; Radio Edit,Icona Pop,0.302,0.864
"3RWnOQTAOOvkoe02KIS9dP,edm,""Goin' In - Skrillex """"Goin' Hard"""" Mix"",Birdy Nam Nam,0.593,0.93";
5JFkuKQsPps2ZaZzaLx63d,edm,Crystallize,Lindsey Stirling,0.0563,0.623;
1QD9AQejlhhIb1txPa3WYg,edm,Just Jammin',Gramatik,0.803,0.681;
6pg1DSBjReor1j5G0Z7ozK,edm,Trillogy,ill.gates,0.733,0.824;
3FvrHJH1p0bQ7eeXlvjVfc,edm,Raise Your Weapon - Madeon Extended Remix,Various Artists,0.422,0.825;
78upcMhaz0KEaZWGOsQzg0,edm,B4 the Dual,Benga,0.177,0.68;
0I7ouoTZnPY76XWsnHuJkl,edm,Staying (DotEXE Remix),Koda,0.18,0.788;
6I9sncEmtGc9rpKyb8U1f8,edm,Kill EVERYBODY,Skrillex,0.629,0.874;
28hs4m9Uf0M9lyO4qV3WnX,edm,Babes Anatomy (Adam's Lambaca Remix),Adam L. Kid,0.602,0.803;
1P0wLge0z6CiDMztVH0q9i,edm,High School Art Class,Pretty Lights,0.43,0.81;
6u8on7c8MPZQ0cXW70qlM8,edm,Crank Dat,Noisses,0.543,0.671;
6K3kOF05SrwfbAGcwqU4s8,edm,Without You,Dillon Francis,0.392,0.637;
2G6d1OttEYLmDJ2KzpJxvm,edm,Never Mind,Infected Mushroom,0.402,0.831;
5kC6r4q71XMzsuLAYesseb,edm,You - Tiësto vs. Twoloud Radio Edit,Galantis,0.0936,0.918;
1U3oH5CRRcjT5TT69b6eYl,edm,Chimes,Hudson Mohawke,0.542,0.693;
1kDqntrhTIOeFyuQAJfTs0,electro,Serenity,Popof,0.0611,0.874;
7A2rlX8XdZ5lRc5dXXxuKm,electro,Nosferatu (Original Version),Parov Stelar,0.63,0.743;
0gDWgUpmcRyIb9yBxeaGQj,electro,Memories,Waldeck,0.656,0.578;
5cNAXdmcLBckABGuNhxE37,electro,Get Low,Dillon Francis,0.751,0.933;
0hO542doVbfGDAGQULMORT,electro,Silent Shout,The Knife,0.388,0.701;
2G6ZsgXKO6NtByBa2eBBpG,electro,Dechorro - Original Mix,Deorro,0.186,0.837;
4G8gkOterJn0Ywt6uhqbhp,electro,Radioactive,Imagine Dragons,0.236,0.784;
2jW9gFhsMc0KR8zvu7b7Bw,electro,Gemini,Marek Hemmann,0.329,0.674;
72yrTOnehmi3S82axqhEkF,electro,Redline - Radio Edit,Wolfgang Gartner,0.467,0.853;
62XtN0YA5LeXd8Iy7nUv1j,electro,Violente Valse,Caravan Palace,0.366,0.524;
3UN6cIn3VIyg0z1LCuFSum,electro,Without You (feat. Usher),David Guetta,0.402,0.614;
5f6igUw1asUL4AGXSvgTW8,electro,Levels - Skrillex Remix,Avicii,0.346,0.91;
2vTPWWm2Lgc6kI6a3Z3uXY,electro,Work B**ch,Britney Spears,0.85,0.816;
1bd8y2QQW7wLGaaoUMdJTu,electro,KissKiss,Hôtel Costes,0.811,0.846;
3rxp3uOONxH1onlLzs9kX3,electro,Je m'amuse,Caravan Palace,0.837,0.841;
6qpaTfe6rCl55xEPT4F7Hp,electro,Power Glove,Knife Party,0.38,0.953;
2zBXZY8lvzzmtzm07uImXc,electro,Ragga Bomb,Skrillex,0.61,0.961;
2PxFnjLMqttz9gnagTGJYj,electro,4h30,Danger,0.163,0.934;
2MvZNgfN0oQuKv2fsSlOFR,electro,Krack,Soulwax,0.33,0.913;
7B1Dl3tXqySkB8OPEwVvSu,electro,We'll Be Coming Back (feat. Example),Calvin Harris,0.571,0.952;
4KHDdWCH1NCtFv2mVGNkCH,electro,Apollo - Original Mix,Hardwell,0.201,0.791;
3BC5s3KuoL1lhtllHkY4lV,electro,Wizard - Radio Edit,Martin Garrix,0.0795,0.916;
6MVXdWtPSNMlpn7BuGtCWD,electro,Chronicles of a Fallen Love,The Bloody Beetroots,0.0814,0.596;
4tGghJ2euPeI7HvpkNi1CU,electro,I Remember,deadmau5,0.602,0.513;
0IedgQjjJ8Ad4B3UDQ5Lyn,electro,Fragments of Time (feat. Todd Edwards),Daft Punk,0.961,0.51;
6XH0Ool2QEJZbdWRV3pt7G,electro,Warp 7.7,The Bloody Beetroots,0.0985,0.96;
156oozyC0SdsnMrNnvMQQ1,electro,Omen,The Prodigy,0.529,0.954;
4qlbRE42nDix8Si44Au5Dx,electro,Viol - Original Mix,Gesaffelstein,0.202,0.839;
13qqdlSeF8FcxsRyapDMZ0,electro,Changes,Faul & Wad,0.255,0.704;
3GUjQm9uvRMTY0NNalR5Au,electro,Welcome To St. Tropez - DJ Antoine Vs. Mad Mark Radio Edit,DJ Antoine,0.762,0.754;
0PCRR19Pf4iiuvSrPxtQ0x,electro,Sunshine,David Guetta,0.219,0.8;
49ErwcBYfYRPNBdRuPvpYA,electro,We Are Your Friends - Justice Vs Simian,Simian,0.507,0.97;
5QcSDOm6mcvFDl7KBT1fHv,electro,Spaceman - Carnage Festival Trap Remix,Hardwell,0.238,0.497;
48audnmbPfNEXf9NEeVEOW,electro,Revolution - Vocal Edit,R3HAB,0.0466,0.86;
2MlcK8OgC5IpQz3l093YSR,electro,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Kid Cudi,0.604,0.695;
3LCS3m0N3rHiomapk8VQ5a,electro,We No Speak Americano - Original,Various Artists,0.474,0.693;
1n633WUCp9jOwrgaJBACxO,electro,Libella Swing,Parov Stelar,0.537,0.737;
0AQlQOvoFhRJLPC1KwbKB7,electro,Find Tomorrow (Ocarina) (feat. Wolfpack & Katy B) - Radio Edit,Dimitri Vegas & Like Mike,0.384,0.853;
1UMvwF4tb9EoHJF75Av5Cy,electro,Suzy,Caravan Palace,0.796,0.968;
0fxMIXpGObFMpelfT4Iz12,electro,Vision One,Röyksopp,0.68,0.95;
3T1CEAG5ukgdqGvQuXWzqI,electro,Odd Look,Kavinsky,0.4,0.945;
6vIMQB4hBD6ERSOCghGQkj,electro,Bad Kingdom,Moderat,0.261,0.657;
6tC2iHfUlzB2W4ntXXL2BH,electro,Propane Nightmares,Pendulum,0.215,0.966;
2pdEafpOw3Jvddrm2by0NR,electro,Innocence,NERO,0.0678,0.734;
0XST3WZAHX3VUG6UxoqO2X,electro,Incredible - Original Mix,Carnage,0.0544,0.827;
56fwHfJaBpaauvFJrnwk2L,electro,She Wolf (Falling to Pieces) [feat. Sia],David Guetta,0.415,0.859;
2SMn57cBVxoD4TArscpovk,electro,Islands,The xx,0.707,0.472;
6lUY6MoqGgPnA27PHYxem5,electronic,Bulletproof,La Roux,0.682,0.882;
7Ag5MuCMHmzIhZQneh9Qde,electronic,The Hope,Scuba,0.424,0.931;
"5kL3fvZKJ5Ua5pSqg2dkZv,electronic,""Right Here, Right Now"",Fatboy Slim,0.113,0.859";
4ta97KyyCWLCQAAFtOWFpy,electronic,Language,Porter Robinson,0.406,0.614;
3rRbbcltq6Ld0G4wM5cLUD,electronic,In Da House,Various Artists,0.412,0.787;
7aCZfs36tXkWVFItKHNGcE,electronic,Wizard,Martin Garrix,0.23,0.902;
06BoKUwRoskASDa4Aha5xM,electronic,Baptism,Crystal Castles,0.144,0.819;
2ABpuao3ZbTjP2cSiX9KZc,electronic,The Prime Time of Your Life,Daft Punk,0.0987,0.507;
2ooqAgI6EW6HmAwlIy79iV,electronic,Kenaston,Chilly Gonzales,0.18,0.0772;
6lWuJS86p0q5JAKekgETcN,electronic,Sky and Sand,Paul Kalkbrenner,0.526,0.329;
2073QOEC8rBtSyTsRyaWiP,electronic,I Can Change,LCD Soundsystem,0.695,0.73;
7sCIdsYQ8Nxoj6TjB1Eb7P,electronic,Toulouse - Original Mix,Nicky Romero,0.266,0.91;
1CcS1yrulOFPXYk7NVKAm2,electronic,Flashback,Calvin Harris,0.158,0.95;
1n44faFqQlaPJoc38S48cj,electronic,Wine,The Blondes,0.0378,0.81;
4EoIvIihHfwyxnc2LkMtOh,electronic,Warp 1.9,The Bloody Beetroots,0.349,0.612;
5V8FZu35JCwsXPTP0VKArZ,electronic,Why You Wanna,Poolside,0.796,0.864;
2MjJ8ajY6WfoCChcA74olC,electronic,Soak It Up,Houses,0.0761,0.47;
0ZJowYahILUmpYYW5eFto4,electronic,Despicable Dogs,Small Black,0.177,0.484;
2jFLd9OdNcLsblpv4fDTRn,electronic,Rinzler - Remixed by Kaskade,Daft Punk,0.396,0.814;
0lEwO2YMAAMS9yA7mRm2Qj,electronic,Skrillex Orchestral Suite by Varien - Bonus Track Version,Skrillex,0.0673,0.479;
1o8lhBn4moGq8HkYYGG4FA,electronic,D. Song,Yppah,0.265,0.896;
6CAxNXEVNtqmQmIXcElYHW,electronic,Buzzcut,Bingo Players,0.0902,0.968;
33rs2PiluJ4Yppf8wT33mp,electronic,Vulcan Mill Acid,Lone,0.425,0.968;
0RPNrbL7zGfUriGymkkj85,electronic,Love Has Gone,Netsky,0.241,0.925;
4WbNyQy4wVdfopMrApBWQA,electronic,HyperParadise - Flume Remix,Hermitude,0.312,0.827;
4iVbMHv3CYSF3zVKKoUA18,electronic,Röyksopp Forever,Röyksopp,0.743,0.782;
6m4fGqytzLmWcEagDsC8ow,electronic,Once and for All (Original Version),Various Artists,0.29,0.859;
498xVBRZ7lncbpOz8Pcx8r,electronic,Runnin',Kraak & Smaak,0.801,0.932;
5u4q8PgOpFOa5tG4yrFAzw,electronic,September,St. Lucia,0.43,0.616;
4V7ayoUYUXqkazXJehitkA,electronic,Plea,Baths,0.494,0.828;
64zjna5dIuO7s9FCDXQMmI,electronic,Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,0.779,0.607;
5Nn2Dj7OQsGL6pgQ9iIzPp,electronic,Ghostwriter,RJD2,0.594,0.68;
3ctALmweZBapfBdFiIVpji,electronic,The Game of Love,Daft Punk,0.682,0.5;
6psC59ooTxage8npmtg74G,electronic,Do The Astral Plane,Flying Lotus,0.275,0.828;
2w2GduKshRATrsoGJ3MZuc,electronic,Here We Go,Swedish House Mafia,0.182,0.965;
28O4PwkH8bzARStxeL4pxL,electronic,Sexy Bitch (feat. Akon),David Guetta,0.853,0.633;
0RwiVl8S1BFgRgu4YK5w9m,electronic,October,deadmau5,0.0779,0.691;
1ph6Bncj7s3BmYp6FkIzP8,electronic,Miss You,Various Artists,0.216,0.134;
6zlOUIqcU6juXFww9UNpJK,electronic,Five Hours,Deorro,0.575,0.821;
0e8bQUTEui39pm5Zq9Dca5,electronic,Body Mod,Pictureplane,0.652,0.874;
4IdiGMOzEYXOh2897XOV8i,electronic,Touch It / Technologic,Daft Punk,0.233,0.545;
6mW55jsmWapFREmli1SsIM,emo,Pain,Jimmy Eat World,0.27,0.961;
5qiG5FhrnE7dl0ZxhKc3My,emo,Headfirst Slide Into Cooperstown On A Bad Bet,Fall Out Boy,0.541,0.768;
7jfwWCAN3Yi5y9yKcdFoph,emo,47,Sunny Day Real Estate,0.245,0.887;
5he4TLAwVo8tUnZFBQPy27,emo,Timberwolves at New Jersey,Taking Back Sunday,0.505,0.692;
35xnCYrjXbuqhgl7E0rhck,emo,Stay Home,American Football,0.125,0.761;
46Kcradxrva9Dny4lHU1b3,emo,Miss Jackson (feat. LOLO),Panic! At The Disco,0.662,0.873;
0qPrqktIlFeObC1BdFX9ZZ,emo,Long Goodnight,The Get Up Kids,0.361,0.492;
5FuFA3A05GyZns54r7eNn1,emo,Again I Go Unnoticed,Dashboard Confessional,0.625,0.69;
4XOZaPYeMn9hcbpyS90NnD,emo,Lights And Sounds,Yellowcard,0.387,0.972;
6VNjaZmWzm0aRXeBE1B5mM,emo,For Sure,American Football,0.109,0.477;
5pRElcsPZrgZXkoON2o5Go,emo,Comatose,Skillet,0.446,0.955;
2MCFHOeV7YwdI2bzRPhD3Q,emo,Nothing Feels Good,The Promise Ring,0.327,0.442;
5AcWLXw3J6XVC9Ba6SNB0u,emo,Young And Aspiring,Underoath,0.156,0.992;
5dpDrUG52yI3s1AQRlaypA,emo,All Downhill From Here,New Found Glory,0.724,0.934;
0LRrtw1MFASb7tgyHqVXnh,emo,The New National Anthem,Pierce The Veil,0.237,0.843;
0YCWBXBNFGlDDlqB2bKyPD,emo,Sweet Blasphemy,Black Veil Brides,0.436,0.981;
26TpDCzZwjrYUZkua2X6HF,emo,The (Shipped) Gold Standard,Fall Out Boy,0.76,0.75;
5rH5kb3vapjDifLxgK3P4Q,emo,Calm Americans,Elliott,0.276,0.937;
17C4oPQ3sTpF11pi9yvGcs,emo,Not The American Average,Asking Alexandria,0.0685,0.892;
1lldOhIq1tf0XyQUBWDeOc,emo,Letters To You,Finch,0.336,0.847;
3Qa7UAs2EGq21DWjujMDRJ,emo,A Plain Morning,Dashboard Confessional,0.528,0.5;
6Xec9GMfQzmC6tKyyQ8t85,emo,The Day I Left The Womb,Escape the Fate,0.366,0.651;
08K1qxat8wWo1WbFmERSyA,emo,Rebel Love Song,Black Veil Brides,0.485,0.978;
"4xSVkbqCz1xaevkjP8xXL5,emo,""There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"",Panic! At The Disco,0.653,0.737";
1OqDUHFotTmZQ0khBRHnK2,emo,Hearts Burst into Fire,Bullet For My Valentine,0.0889,0.969;
7lWF2mVr1KKbVnaT2nSlPo,emo,Fall For You,Secondhand Serenade,0.382,0.442;
7hUG8RCO4gY1ONEcckkaxP,emo,Ruthless,Something Corporate,0.324,0.637;
37nxqDCWJSsBYLQO8QURBz,emo,Anywhere but Here,Mayday Parade,0.42,0.946;
7iT7qkF9L06cYaIee0aY7B,emo,(Coffee's For Closers),Fall Out Boy,0.343,0.946;
6I7LGK960JPmyiaCNPYDzH,emo,Wretched And Divine,Black Veil Brides,0.0792,0.973;
6oziHoM2PYT6FrGrW8jJ62,emo,Guernica,Brand New,0.384,0.908;
3xXKwkmkrpZmGpIof83xbE,emo,So Cold,Breaking Benjamin,0.26,0.776;
1zYaS7TPrRkqtfR4fbIjl5,emo,Age Six Racer,Dashboard Confessional,0.354,0.345;
0Zbm5CKG9HHT9bwgvFc0qI,emo,Decode - Twilight Soundtrack Version,Paramore,0.277,0.866;
6GIrIt2M39wEGwjCQjGChX,emo,The Great Escape,Boys Like Girls,0.505,0.94;
1Q2fYlSdwuutWj3QplhY9q,emo,Riot,Three Days Grace,0.316,0.948;
3iJmiaoZWzykf3Hl4IeYtI,emo,Death Valley,Fall Out Boy,0.576,0.926;
2Z7Q9xBlQvzsJ0AAUyKr7J,emo,Fast Times at Clairemont High,Pierce The Veil,0.4,0.953;
5vK7di9mZBqB91kodObbn8,emo,Situations,Escape the Fate,0.597,0.881;
4chdIr2d5FwtO0vmie4lA4,emo,All We Know,Paramore,0.367,0.906;
3rQt8UeXzK2GQpyMwiatD9,emo,When I Get Home You're So Dead (New Version),Mayday Parade,0.673,0.794;
3xxc2WBLmsAo8m4s52Fvmn,emo,Dusk And Summer,Dashboard Confessional,0.0991,0.269;
"6p4jnIWFWyLz0zUo2RD9iu,emo,""Baby, You Wouldn't Last A Minute On The Creek"",Chiodos,0.0974,0.908";
2Cz0wgwqdZJgaSOA1Dg6aS,emo,The Sky Under the Sea,Pierce The Veil,0.207,0.968;
4BLt7OkfzGPOVjXvq9CXJa,emo,Theres No Sympathy for the Dead,Escape the Fate,0.343,0.925;
06Y6xeHfKLRoMFmmK7tKkl,emo,Sorry You're Not a Winner,Enter Shikari,0.336,0.95;
6gLn8QhAYL4dEwdpVjfCPl,emo,I Never Told You What I Do for a Living,My Chemical Romance,0.274,0.887;
4SIp5AJmUjM6BjCG2EaVRu,emo,Tragic Magic,Falling In Reverse,0.464,0.927;
1hWrl3T1kIH5b9zRHLfCOn,emo,What's My Age Again?,blink-182,0.433,0.954;
7w87IxuO7BDcJ3YUqCyMTT,folk,Pumped Up Kicks,Foster The People,0.965,0.71;
2dlYzmMprcR8srBe6fbtxb,folk,Go To Sleep,The Avett Brothers,0.693,0.769;
56ptMHpMlRSIHGm2OeE9MK,folk,This Must Be the Place (Naïve Melody),The Lumineers,0.411,0.225;
6IN5LJsJQNPwzkytnTtrJC,folk,The Violet Hour,The Civil Wars,0.166,0.18;
5Qk0KAWuYszGwCI4Q0RZtk,folk,Catch The Wind,Various Artists,0.58,0.284;
5b7JUVO3dr2jw9NVIY7PXw,folk,Darling Divine,Wild Child,0.226,0.342;
50LqU2nhdE3fmWOuqOjpjz,folk,Suzanne,Leonard Cohen,0.307,0.102;
5crzuIpnRepWNLq5gfIC82,folk,From the Woods!!,James Vincent McMorrow,0.394,0.499;
60ZGteAEtPCnGE6zevgUcd,folk,Mountain Sound,Of Monsters and Men,0.37,0.879;
19NKQh7UsGP0dazET759jN,folk,Folsom Prison Blues - Live,Johnny Cash,0.904,0.575;
0jfGplaq20rIwm7k9QcROg,folk,Winter Winds,Mumford & Sons,0.541,0.579;
1AnyjGWJuh3PdDZJA0UrOp,folk,Half Moon,Blind Pilot,0.43,0.534;
5xZV3jkOFbKLH7ywEqGORA,folk,Gone,The Show Ponies,0.582,0.666;
4BBFEhlXWJhNvQYT8Ozqq9,folk,I Will Be Blessed,Ben Howard,0.336,0.345;
1R5Y01vTKH96Y7XMmmcF9q,folk,Drops In The River,Fleet Foxes,0.0815,0.312;
0vxDbWbIY9GcZZQ3oRasNA,folk,The Valley,Okkervil River,0.217,0.818;
"7raciFPVU5VuHmqVbw2c1h,folk,""Puff, the Magic Dragon - 2004 Remaster"",""Peter, Paul and Mary"",0.469,0.143";
3y3o2XY6H1aPKWhd8BDxrW,folk,Blood and Guts,Middle Brother,0.142,0.267;
6QSmeY9pNWnE0fAUrXmYC7,folk,We Are Nowhere And It's Now,Bright Eyes,0.53,0.537;
2Oehrcv4Kov0SuIgWyQY9e,folk,Demons,Imagine Dragons,0.416,0.71;
4nS1WVloJ0SnhWKPtOkmDa,folk,A Gentle Few,Joe Pug,0.507,0.265;
5K8krP3FbkTRRyC3153ygP,folk,New Ceremony,Dry the River,0.196,0.757;
6IQTaNmbMMO1mX3p8iwEBQ,folk,Angeles,Elliott Smith,0.588,0.0993;
4eRgwG92GKCjAcrRlGeoIo,folk,Two Matchsticks,The Wooden Birds,0.971,0.674;
"6EB1urn3bHjTXjkT9twKxZ,folk,""John Wayne Gacy, Jr."",Sufjan Stevens,0.183,0.179";
5szmwG86IFASvYrca21MEz,folk,Work Song,Hozier,0.296,0.381;
0enEHSK95jVqrhn4xqbuoh,folk,July,Paula & Karol,0.178,0.46;
5AKMXbvcCec4AddAZskCkq,folk,Acrobat,Angel Olsen,0.416,0.144;
51MFsMimXpHaKMwBsfzvfI,folk,Magpie,Beth Orton,0.373,0.61;
79jxIFiRzVvJVPYiaqBTqK,folk,From This Valley,The Civil Wars,0.459,0.451;
6rERwmVnFBY3qHbwZlw4Kp,folk,Sudden Elevation,Ólöf Arnalds,0.207,0.107;
0LcybXutIvhS5t5cwT5eYT,folk,Waitin' For A Superman,Iron & Wine,0.426,0.45;
3Wk8lTEtbqx2p81zw1kz5D,folk,Bring Us Pints Of Beer,Korpiklaani,0.494,0.954;
1L2CVzHtRTCFBnBSbvHHre,folk,I 4 U & U 4 Me - Home Demo,The Decemberists,0.69,0.888;
"1r8BiPbyYhKaWEXOjMEip4,folk,""Green, Green Rocky Road"",Inside Llewyn Davis,0.117,0.175";
71PfUEYhCLmqttVTYizFDh,folk,In Spite of Ourselves,John Prine,0.702,0.27;
7DFNE7NO0raLIUbgzY2rzm,folk,Let Her Go,Passenger,0.244,0.538;
0fE1NThblS3w2eVu13XY31,folk,Against The Grain,Hudson and Troop,0.674,0.614;
3wYCnwyDiUgua8bDLAT4VT,folk,I Would Be Sad,The Avett Brothers,0.41,0.389;
0n65KS7CvnxX59uLGYcQGp,folk,Hymn #101,Joe Pug,0.28,0.343;
7BImMe2i4EyznTYHJKnB7e,folk,I Met Up With The King,First Aid Kit,0.283,0.396;
42DQ9iFZPGGeScjCDM6vyK,folk,Wishing Well,Cheyenne Marie Mize,0.857,0.612;
3LcYYV9ozePfgYYmXv0P3r,folk,Fire and Rain,James Taylor,0.36,0.35;
5bTb62ZZchErgC4CPPT0sY,folk,Come Talk to Me,Bon Iver,0.329,0.708;
5frAZu6tdWC8tR9kbUJjij,folk,Made By Maid,Laura Marling,0.325,0.0807;
"0x5EMnC2M9pDTAAStksrDt,folk,""I'll Fly Away - From “O Brother, Where Art Thou” Soundtrack"",Various Artists,0.521,0.253";
3e5uxnPKYPdNjadbGXjWbP,folk,Red Hands,Walk Off the Earth,0.672,0.846;
3mULFp2Rl3t2yLpX9joUP5,forro,Diga a Ela - 1ª Versão,Gilberto Gil,0.336,0.227;
0VfvKSn8lp5fJsNxV3YEXh,forro,A Praia,Various Artists,0.772,0.935;
25fp3X3A3r4MuXERB40yT2,forro,Cadê o Sanfoneiro?,Bicho de Pé,0.964,0.749;
0hqfhpchXS4KTaawRATA5E,forro,Heroína,Baião D4 / Rastapé,0.887,0.543;
0ESP9LIvKHl1FwydaDw8m5,forro,Noites Brasileiras / Matutu De Opinião - Medley,Forroçacana,0.95,0.55;
6tmJiqqVr7d5kppIAhslWW,forro,Sozinho,Menina do Céu,0.458,0.493;
5DrrmwLIMmVvg6Z7NzBsHM,forro,Longe (Far Away),Calcinha Preta,0.679,0.738;
4jkUVnI4dE63CKc17I4gtM,forro,Tomara - Live,Alceu Valença,0.58,0.83;
"2RqMarr1I95hJdpNL9zLAW,forro,""Eu Só Quero Um Xodó/ É Proibido Cochilar/ Vem, Morena"",Baião D4 / Rastapé,0.723,0.72";
0WkfsfshTWvyMSwW2mt34b,forro,Esverdear,Forroçacana,0.884,0.861;
0pyJI7865UyIoXDdT8uge0,forro,Medo de Escuro,Falamansa,0.749,0.41;
06QdBCK8XcZ8SwIeHAMmOn,forro,Pra Rebolar - Live,Cavaleiros do Forró,0.845,0.825;
5jkWoItxOYxGev1MGMNSUF,forro,Não Morro Sem Você,Forró do Muido,0.939,0.83;
2fqul71L9W3P7krzjDseV6,forro,Você Não Vale Nada,Various Artists,0.968,0.977;
0hCe46CZol7OVjSoDmuDsf,forro,Xote Das Meninas,Forro In The Dark,0.722,0.512;
4HmnZinloLPBLLaReQhROO,forro,Fede Mas É Gostoso,Various Artists,0.959,0.792;
1YN9a33L6d14qkK9MYJmsq,forro,Forró de Tóquio,Falamansa,0.875,0.613;
14IJuHkqncNH3jEz7HG6DX,forro,Ardendo de Amor (Ao Vivo),Banda Calypso,0.897,0.852;
28DvPMQLZNShD2hDFuLu4N,forro,Chamego Bom,Trio Virgulino,0.861,0.602;
7brRJQfRKOFd5PhYSBNAMZ,forro,Baby Doll,Calcinha Preta,0.594,0.477;
0H8o0qRBuInTu07VS18NTI,forro,Lilith,Menina do Céu,0.715,0.636;
7hf5X61TW8TBhCylBIkwEg,forro,Nos Braços da Paixão,Various Artists,0.795,0.893;
6IILhT336VZJ9iE0mfuW9n,forro,Entre Tapas e Beijos (Ao Vivo),Banda Calypso,0.936,0.763;
74LnByT5mOHf5scXEvSF3d,forro,Perdoa-me,Various Artists,0.96,0.971;
2VMw4fKhDyigIb3HeRAtgX,forro,Feira De Mangaio,Forro In The Dark,0.96,0.812;
4OQxVoHREvdnzL0YxB8B5O,forro,Comadre Sebastiana,Toquinho,0.589,0.869;
4E3ZQhrtEpjRhe2039hRlS,forro,Casaca de Couro,Jackson Do Pandeiro,0.973,0.617;
0b9kBiIjaagPmN5Nv64zPf,forro,Ainda Queima,Trio Nordestino,0.934,0.609;
3t0NbtdFkXyqaueiSxYXcw,forro,Forró e Paixão,Baião D4 / Rastapé,0.924,0.646;
4DWkf24Urw6Skx3FvBkR9E,forro,Frevo Mulher,Forroçacana,0.856,0.626;
4vrqgn0mhWorG7URU6ucVg,forro,Pedro Mila,Raiz Do Sana,0.875,0.706;
5pnpHbJqcQ9qJVrLwXtW4V,forro,Desfaz As Malas,Various Artists,0.724,0.765;
